TEAMNAMES,SeriesNumber,Filename,Name,Description,Gender,Attributes,UUID,hash
TEAM HEADLIGHT,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair:low cut;eyes:closed;teeth:gapped teeth;clothing:agbada;expression:snoozing;accessories:none;strength:loving;weakness:sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,b274ad73333b76cc562013e9e7c050e000b83e787ed89fd99b3ba9c595757a4b
TEAM HEADLIGHT,170,dele-the-snoozer,dele the snoozer,If sleeping were to be a job then Dele will be the world busiest man.,Male,hair:low cut;eyes:closed;teeth:gapped teeth;clothing:agbada;expression:snoozing;accessories:none;strength:loving;weakness:sleep,4f9d99a4-78a2-4fdd-bc30-b027600fa88e,b274ad73333b76cc562013e9e7c050e000b83e787ed89fd99b3ba9c595757a4b
TEAM HEADLIGHT,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair:none;eyes:black iris;teeth:long front tooth;clothing:ankara;expression:fearfully;accessories:head cap;strength:fatherly;weakness:women,a2651258-ca3f-4940-b095-3a61ff630263,bdf97fb431897340ee51a6ffcc9c68902e7031fff301a62fed96ed8aa145fc78
TEAM HEADLIGHT,171,father -of -tolu,father of tolu,Baba Tolu is a proud father. He will sell his soul just to see Tolu excel in life.,Male,hair:none;eyes:black iris;teeth:long front tooth;clothing:ankara;expression:fearfully;accessories:head cap;strength:fatherly;weakness:women,a2651258-ca3f-4940-b095-3a61ff630263,bdf97fb431897340ee51a6ffcc9c68902e7031fff301a62fed96ed8aa145fc78
TEAM HEADLIGHT,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair:none;eyes:black iris;teeth:full white teeth;clothing:wrapper wrapped around body;expression:smiling;accessories:head cap;strength:leadership;weakness:anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,85aeb1b22a745220433172fb0d871f20ee3b30294eb9c6f2d682338b6045f00a
TEAM HEADLIGHT,172,emeka-the-chief,emeka the chief,Chief Emeka is the pillar of the community. Just and fair to all. The real mazi.,Male,hair:none;eyes:black iris;teeth:full white teeth;clothing:wrapper wrapped around body;expression:smiling;accessories:head cap;strength:leadership;weakness:anger,de25fd63-dafd-4f77-8072-7ac0ae3a3ab2,85aeb1b22a745220433172fb0d871f20ee3b30294eb9c6f2d682338b6045f00a
TEAM HEADLIGHT,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep. it's only normal for him to drool anytime.,Male,hair:none;eyes:teary grey iris;teeth:gapped teeth;clothing:agbada;expression:sleepy;accessories:head wear;strength:rich;weakness:alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,0a03ced189f289a8714f6614db7edafaf6d26426b8384e7c4d674f62be3f3df9
TEAM HEADLIGHT,173,lawal-the-drooler,lawal the drooler,Lawal has only one business which is just to sleep and sleep. it's only normal for him to drool anytime.,Male,hair:none;eyes:teary grey iris;teeth:gapped teeth;clothing:agbada;expression:sleepy;accessories:head wear;strength:rich;weakness:alcoholism,806b640f-1c8b-4cc0-aa10-45f3ddc00140,0a03ced189f289a8714f6614db7edafaf6d26426b8384e7c4d674f62be3f3df9
TEAM HEADLIGHT,174,solo-the-messenger,solo the messenger,"""Solo is a multitasker if you need anything done in your home"," Solo is your guy.""",Male:,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,4c3cbda6eeb13b9ff4a1395ce0ae908ed26ad19bebfe0d6a3bf8e184058eaa2a
TEAM HEADLIGHT,174,solo-the-messenger,solo the messenger,"""Solo is a multitasker if you need anything done in your home"," Solo is your guy.""",Male:,hair: none; eyes: black eye; teeth: stained tooth; clothing: simple top; expression: relax; accessories: cap; strength: multitasking; weakness: women,4c3cbda6eeb13b9ff4a1395ce0ae908ed26ad19bebfe0d6a3bf8e184058eaa2a
TEAM HEADLIGHT,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair:none;eyes:blue iris;skin color:brown;teeth:one missing tooth;clothing:aso oke;expression:happy;accessories:abetiaja cap;strength:public speaking;weakness:money,af53bf52-b517-4347-adc6-07cf30c19025,91e1c0d8f1e7d66cb7e6df32aea6179b1d6d46fd3d4088c121fbec8f88ed2c9a
TEAM HEADLIGHT,175,femi-the-honorable,femi the honorable,Honorable Femi is the modern day politician but everything he does is only to further his political career.,Male,hair:none;eyes:blue iris;skin color:brown;teeth:one missing tooth;clothing:aso oke;expression:happy;accessories:abetiaja cap;strength:public speaking;weakness:money,af53bf52-b517-4347-adc6-07cf30c19025,91e1c0d8f1e7d66cb7e6df32aea6179b1d6d46fd3d4088c121fbec8f88ed2c9a
TEAM HEADLIGHT,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair:orange afro;eyes:black iris;skin color:brown;teeth:none;clothing:aso oke;expression:unconcerned;accessories:cigrette in mouth;strength:money in pocket;weakness:sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,d295e64ccaebaf010128280237c2f681facc351ab2487d261bf1b1b20f8573d6
TEAM HEADLIGHT,176,friday-the-bigsboy,friday the bigsboy,Friday always live up to his name. Every Friday is for the party.,Male,hair:orange afro;eyes:black iris;skin color:brown;teeth:none;clothing:aso oke;expression:unconcerned;accessories:cigrette in mouth;strength:money in pocket;weakness:sense of responsibility,05ec3aae-7da8-4125-93fb-6fc544e5bc61,d295e64ccaebaf010128280237c2f681facc351ab2487d261bf1b1b20f8573d6
TEAM HEADLIGHT,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair:none;eyes:closed;teeth:none;clothing:aso oke;expression:smiling;accessories:head wear;strength:industrious;weakness:criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,58093637a671cca34dae3d84f4bdf9eff9321d6206af18cf45054a3d0ef3c7ff
TEAM HEADLIGHT,177,kweku-the-planter,kweku the planter,Kweku says he did it but he dey plant until he was bursted.,Male,hair:none;eyes:closed;teeth:none;clothing:aso oke;expression:smiling;accessories:head wear;strength:industrious;weakness:criminally minded,af53bf52-b517-4347-adc6-07cf30c19025,58093637a671cca34dae3d84f4bdf9eff9321d6206af18cf45054a3d0ef3c7ff
TEAM HEADLIGHT,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair:none;eyes:blue iris;teeth:gapped teeth;clothing:Igbo clothing;expression:surprised;accessories:face cap;strength:hardworking;weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,1965dc7183c4552e296b0e6a428667d2d3f20cc6653feea23381d6248d597eab
TEAM HEADLIGHT,178,2pac-the-remix,2pac the remix,2pac is alive in him because his style is exactly the same.,Male,hair:none;eyes:blue iris;teeth:gapped teeth;clothing:Igbo clothing;expression:surprised;accessories:face cap;strength:hardworking;weakness:fear,9993e5ec-2f31-485c-9c6d-f780c078ae56,1965dc7183c4552e296b0e6a428667d2d3f20cc6653feea23381d6248d597eab
TEAM HEADLIGHT,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair:none;eyes:black iris;teeth:none;clothing:agbada;expression:tired;accessories:tied head scaf;strength:Influencing people;weakness:talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,33fbd9f552bdb1d05eeaf69ff94fca5c693cb67584c593b25c4e98b708e093fb
TEAM HEADLIGHT,179,tope-the-influencer,tope the influencer,Tope is a famous influencer and she is loved by his followers which keep growing everyday.,Female,hair:none;eyes:black iris;teeth:none;clothing:agbada;expression:tired;accessories:tied head scaf;strength:Influencing people;weakness:talk too much,3b3e1f66-922b-4f87-8cdb-0d09fc143182,33fbd9f552bdb1d05eeaf69ff94fca5c693cb67584c593b25c4e98b708e093fb
TEAM HEADLIGHT,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair:pink hair;eyes:black iris;teeth:none;clothing:agbada;expression:happily surprised;accessories:none;strength:make people happy;weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,d5b118bf6c47253fb80aef57e5210fa1086e7ce44fa366237119cb96233b648e
TEAM HEADLIGHT,180,gabby-the-evangelist,gabby the evangelist,Evangelist Gabby is blending gospel with comedy.,Male,hair:pink hair;eyes:black iris;teeth:none;clothing:agbada;expression:happily surprised;accessories:none;strength:make people happy;weakness:misleading,ac721b71-cbc5-425c-851f-ee826973f0b9,d5b118bf6c47253fb80aef57e5210fa1086e7ce44fa366237119cb96233b648e
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood.,Female,hair:pitch;eyes:blue;teeth:none;clothing:top;accessories:bow-tie;expression:strengths;weakness:sentimental,2ae282e6-9400-43cb-bbdd-f4e61fec96b3,006573c1dfb1247085c4e718277110728fe4dd30e4218da994a19dec300a5afb
TEAM CRANKSHAFT,181,beauty-of-town,beauty of town,She is the most beautiful in the neighbourhood.,Female,hair:pitch;eyes:blue;teeth:none;clothing:top;accessories:bow-tie;expression:strengths;weakness:sentimental,2ae282e6-9400-43cb-bbdd-f4e61fec96b3,006573c1dfb1247085c4e718277110728fe4dd30e4218da994a19dec300a5afb
TEAM CRANKSHAFT,182,lola-babe,lola babe,You will always see her in tight fittted dresses; she loves the exquisite life.,Female,hair:brown;eyes:blue;teeth:none;clothing:aso-oke;accessories:none;expression:happy;strengths:calculative;weakness:misleading,7c80747e-9ba7-4fb7-ab69-ff09c7f75d58,24ff2d404b959ed337c53d1f19c870fd30e6d61278af61979adc40da68086ab8
TEAM CRANKSHAFT,182,lola-babe,lola babe,You will always see her in tight fittted dresses; she loves the exquisite life.,Female,hair:brown;eyes:blue;teeth:none;clothing:aso-oke;accessories:none;expression:happy;strengths:calculative;weakness:misleading,7c80747e-9ba7-4fb7-ab69-ff09c7f75d58,24ff2d404b959ed337c53d1f19c870fd30e6d61278af61979adc40da68086ab8
TEAM CRANKSHAFT,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends.,Female,hair:two brown bun;eyes:blue;teeth:none;clothing:aso-oke;accessories:none;expression:blank;strength:free spirit;weakness:misleading,14792397-de9d-4f18-b46c-f168605d09e8,8b06009fe4c84f610455ab4cb223a168740e03eaaa85a68bb22bd2f7dc174811
TEAM CRANKSHAFT,183,cardy_h-sharp-babe,cardy h sharp babe,Cardy is the sharpest amongst her friends.,Female,hair:two brown bun;eyes:blue;teeth:none;clothing:aso-oke;accessories:none;expression:blank;strength:free spirit;weakness:misleading,14792397-de9d-4f18-b46c-f168605d09e8,8b06009fe4c84f610455ab4cb223a168740e03eaaa85a68bb22bd2f7dc174811
TEAM CRANKSHAFT,184,bella-the-baller,bella the baller,Bella earns big; she is always out partying and buying bottles.,Female,hair:brown;eyes:blue;teeth:none;clothing:patterned top;accessories:none;expression:determined;strength:adaptation;weakness:fluency,535199d1-0705-4652-8e00-6d33db7aa4a7,2212a2297bbb871c43e4077dd8719f415d37b035b7e484acf0b3ff2b8580301e
TEAM CRANKSHAFT,184,bella-the-baller,bella the baller,Bella earns big; she is always out partying and buying bottles.,Female,hair:brown;eyes:blue;teeth:none;clothing:patterned top;accessories:none;expression:determined;strength:adaptation;weakness:fluency,535199d1-0705-4652-8e00-6d33db7aa4a7,2212a2297bbb871c43e4077dd8719f415d37b035b7e484acf0b3ff2b8580301e
TEAM CRANKSHAFT,185,milly-of-roses,milly of roses,She is very attractive but doesn't have a social life.,Female,hair:beige;eyes:blue;teeth:none;clothing:black top;accessories:none;expression:happy;strength:cool headed;weakness:pressure,3882bf86-4fe7-4b45-af74-8cd6b2fa3be7,6a2a5b6e3ea12c7924ee9f6f1642f34969f74a8691a29cd9fafc3b3b00ec1b0e
TEAM CRANKSHAFT,185,milly-of-roses,milly of roses,She is very attractive but doesn't have a social life.,Female,hair:beige;eyes:blue;teeth:none;clothing:black top;accessories:none;expression:happy;strength:cool headed;weakness:pressure,3882bf86-4fe7-4b45-af74-8cd6b2fa3be7,6a2a5b6e3ea12c7924ee9f6f1642f34969f74a8691a29cd9fafc3b3b00ec1b0e
TEAM CRANKSHAFT,186,preciousjada-the-viper,preciousjada the viper,Her opinions are great but her words sting like viper.,Female,hair:ginger afro;eyes:blue;teeth:white teeth;clothing:aso-oke;expression:strong-willed;strength:confidence;weakness:endurance,0d736b37-d6c9-492b-92a1-a682da4dd149,eff5e57a72bf6f53366fd73bcef2b5d97384c9f69bff83e749a7eaa3b98fd41b
TEAM CRANKSHAFT,186,preciousjada-the-viper,preciousjada the viper,Her opinions are great but her words sting like viper.,Female,hair:ginger afro;eyes:blue;teeth:white teeth;clothing:aso-oke;expression:strong-willed;strength:confidence;weakness:endurance,0d736b37-d6c9-492b-92a1-a682da4dd149,eff5e57a72bf6f53366fd73bcef2b5d97384c9f69bff83e749a7eaa3b98fd41b
TEAM CRANKSHAFT,187,lolly-of-ny,lolly of ny,Most popular visual artist; alway gets praised for her creativity.,Female,hair:purple braids;eyes:black;teeth:none;clothing:black and blue top;accessories:none;expression:calculative;strength:strong willed;weakness:relationship,c41d20a9-19d6-498e-9246-e5bbb299d713,9cdc8bc547e63a9d4010feef7b69b3a4bbfb6503c2eb7f82b729f812906f4434
TEAM CRANKSHAFT,187,lolly-of-ny,lolly of ny,Most popular visual artist; alway gets praised for her creativity.,Female,hair:purple braids;eyes:black;teeth:none;clothing:black and blue top;accessories:none;expression:calculative;strength:strong willed;weakness:relationship,c41d20a9-19d6-498e-9246-e5bbb299d713,9cdc8bc547e63a9d4010feef7b69b3a4bbfb6503c2eb7f82b729f812906f4434
TEAM CRANKSHAFT,188,disy-the-dancer,disy the dancer,A dancer that brings the spotlight on her.,Female,hair:black;eyes:black;teeth:none;clothing:one arm top;accessories:scarf;expression:bad girl vibes;strength:cleaniness;weakness:perfectionist,850f407d-d106-4b0e-89cd-e35d9261aedd,f0246bb89b9231e0316986318de5345c556f1c547b96f3638622cf07c4b73e86
TEAM CRANKSHAFT,188,disy-the-dancer,disy the dancer,A dancer that brings the spotlight on her.,Female,hair:black;eyes:black;teeth:none;clothing:one arm top;accessories:scarf;expression:bad girl vibes;strength:cleaniness;weakness:perfectionist,850f407d-d106-4b0e-89cd-e35d9261aedd,f0246bb89b9231e0316986318de5345c556f1c547b96f3638622cf07c4b73e86
TEAM CRANKSHAFT,189,jenny-the-great,jenny the great,Loves burna boy; you will always catch him on his tracks.,Female,hair:black;eyes:none;teeth:none;clothing:none;accessories:scalf;expression:none;strength:badass;weakness:cancer,3caaefcd-329e-4e25-af9e-21bb07c52380,2325346b520a0abd1d5c69dd7db30f6408efeaa605a37ab3a8dcb690cd57185f
TEAM CRANKSHAFT,189,jenny-the-great,jenny the great,Loves burna boy; you will always catch him on his tracks.,Female,hair:black;eyes:none;teeth:none;clothing:none;accessories:scalf;expression:none;strength:badass;weakness:cancer,3caaefcd-329e-4e25-af9e-21bb07c52380,2325346b520a0abd1d5c69dd7db30f6408efeaa605a37ab3a8dcb690cd57185f
TEAM CRANKSHAFT,190,lolly-the-pop,lolly the pop,Everywhere she goes she shines like a star.,Female,hair:bald;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:peaceful;weakness:anger,a3c79502-5fbe-45af-a498-4670fdfff629,afcd96af9830de9fd63254a0e36022164975b4b489ce7b80876606954c4c310a
TEAM CRANKSHAFT,190,lolly-the-pop,lolly the pop,Everywhere she goes she shines like a star.,Female,hair:bald;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:peaceful;weakness:anger,a3c79502-5fbe-45af-a498-4670fdfff629,afcd96af9830de9fd63254a0e36022164975b4b489ce7b80876606954c4c310a
TEAM CRANKSHAFT,191,disy-the-queen,disy the queen,An introvert that loves her own space.,Female,hair:one bun dark brown;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:beauty;weakness:lover girl,c2807d94-0192-4dca-be02-1e5ac8a42d74,72fe934c5ab66c02ca00db4bedd8dee888b7f0134f8a91601db21f80a332c1aa
TEAM CRANKSHAFT,191,disy-the-queen,disy the queen,An introvert that loves her own space.,Female,hair:one bun dark brown;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:beauty;weakness:lover girl,c2807d94-0192-4dca-be02-1e5ac8a42d74,72fe934c5ab66c02ca00db4bedd8dee888b7f0134f8a91601db21f80a332c1aa
TEAM CRANKSHAFT,192,jennyp-of-lagos,jennyp of lagos,She knows all the celebrities in lagos but she stays lowkey.,Female,hair:bald;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:super powerful;weakness:sleeping,94a06683-6ce5-4c5f-8820-968654168980,318bdacbb3510fb1e18c1c1aed2d4c2b7b59a9831f824f7ef6c02812b1b4fa74
TEAM CRANKSHAFT,192,jennyp-of-lagos,jennyp of lagos,She knows all the celebrities in lagos but she stays lowkey.,Female,hair:bald;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:super powerful;weakness:sleeping,94a06683-6ce5-4c5f-8820-968654168980,318bdacbb3510fb1e18c1c1aed2d4c2b7b59a9831f824f7ef6c02812b1b4fa74
TEAM CRANKSHAFT,193,jada-of-life,jada of life,She started a night club in lekki and now she is a millionaire.,Female,hair:male;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:calm;weakness:sun,c92fad1d-521e-44e0-9a56-d07ca5e77fe5,d895b3bdff9aaf9496be43d578e884b7a0c6cc522f3302cca00de3e9e4c100a0
TEAM CRANKSHAFT,193,jada-of-life,jada of life,She started a night club in lekki and now she is a millionaire.,Female,hair:male;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:calm;weakness:sun,c92fad1d-521e-44e0-9a56-d07ca5e77fe5,d895b3bdff9aaf9496be43d578e884b7a0c6cc522f3302cca00de3e9e4c100a0
TEAM CRANKSHAFT,194,sandy-the-rapper,sandy the rapper,She just loves to rap and Quavo is her super star.,Female,hair:bald;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:clean;weakness:foodie,778b0412-b5b9-4b0c-bbcd-5c0fbb360fd7,a0bad91a582efb3f10f491872f29931abc8c09b57b115e219501ce309627bd30
TEAM CRANKSHAFT,194,sandy-the-rapper,sandy the rapper,She just loves to rap and Quavo is her super star.,Female,hair:bald;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:clean;weakness:foodie,778b0412-b5b9-4b0c-bbcd-5c0fbb360fd7,a0bad91a582efb3f10f491872f29931abc8c09b57b115e219501ce309627bd30
TEAM CRANKSHAFT,195,dahila-the-genius,dahila the genius,The genius in the family; she always wins awards.,Female,hair:bald;eyes:none;teeth:none;clothing:none;accessories:none;expression:none;strength:activist;weakness:irrational,d46f7da0-73e6-4100-b9b2-6c08d5ad561a,ca378d29167ed46a2d1e3e0e10c84212d1a20d2646e2c59aeea51c1a5b0e8ac6
